TOPIC,Türkçe,English
gerunds_infinitives,Çok çalışmam lazım.,I need to work hard.
gerunds_infinitives,"Çok yorgunsun, dinlenmen lazım.","You are very tired, you need to rest."
gerunds_infinitives,Dans etmemi istiyor musun?,Do you want me to dance?
gerunds_infinitives,Dinlememi istiyor musun?,Do you want me to listen?
gerunds_infinitives,Doktor hastanın dinlenmesini istiyor.,The doctor wants the patient to rest.
gerunds_infinitives,Dün elma yemeyi unuttum.,I forgot to eat an apple yesterday.
gerunds_infinitives,Dün gece eğlenmeyi unuttum.,I forgot to have fun last night.
gerunds_infinitives,Dün yatmamama rağmen yorgun değilim.,"Although I did not lie down yesterday, I am not tired."
gerunds_infinitives,"Duo, diğer gözlüğü bana vermen lazım.","Duo, you need to give the other glasses to me."
gerunds_infinitives,Gitmem lazım.,I need to go.
gerunds_infinitives,Kutunun içine bakmadan önce izin al!,Get permission before looking inside the box!
gerunds_infinitives,O bahçede çalışmayı seviyor.,He likes working in the garden.
gerunds_infinitives,O gazeteyi okumaman lazım.,You should not read that newspaper.
gerunds_infinitives,O kitabı okuman lazım.,You need to read that book.
gerunds_infinitives,O zaman dans etmemiz lazım.,"In that case, we need to dance."
gerunds_infinitives,Ona yazmanı bekleyecek.,He will expect you to write to him/her.
gerunds_infinitives,Onun yarın buraya gelmesi lazım.,He needs to come here tomorrow.
health,Acil durumda polisi ara.,Call the police in case of emergency.
health,Ameliyat hangi hastanede?,In which hospital is the surgery?
health,Annemin ateşi var ve kusuyor.,My mother has a fever and is vomiting.
health,Ateşi çok yüksek.,His fever is very high.
health,Bardak kırıldı mı?,Did the glass break?
health,Başın ağrıyor mu?,Does your head hurt?
health,Ben ayaklarımla görüyorum.,I see with my feet.
health,Bende cilt kanseri vardı.,I had skin cancer.
health,Bende hangi hastalık var?,Which disease do I have?
health,Benim elim seninkinden küçük.,My hand is smaller than yours.
health,Benim sesim çok güzel.,My voice is very beautiful.
health,Benim vücudum seninkinden daha küçük.,My body is smaller than yours.
health,Birçok kişi o kazada öldü.,Many people died in that accident.
health,Bize bir ambulans lazım.,We need an ambulance.
health,Boyun kaç?,How tall are you?
health,Boğazım ağrıyor ve öksürüyorum.,My throat hurts and I am coughing.
health,Boğazım ağrıyor.,My throat hurts.
health,Bu acil bir durum.,This is an emergency.
health,Bu boy için bu kilo sağlıklı değil.,This weight is not healthy for this height.
health,Bu garsonun saçı siyah.,This waiter's hair is black.
health,Bu hastalık kanamaya neden olur.,This disease causes bleeding.
health,Bu hastalık onun nöbet geçirmesine neden olur.,This disease causes him/her to have a seizure.
health,Burnum akmıyor ama boğazım ağrıyor.,My nose is not running but my throat hurts.
health,"Burnum akıyor, tedavi gerekiyor.","My nose is running, treatment is needed."
health,Burnun akıyor mu?,Is your nose running?
health,Bütün vücudum ağrıyor.,My whole body hurts.
health,Canım acıyor!,It hurts!
health,Çiftçi kanserden öldü.,The farmer died of cancer.
health,Çocuklar ile o ilgilendi.,He took care of the children.
health,Dikkatli ol ki yaralanma!,Be careful so that you don't get hurt!
infinitive,Avukatımı görmek istiyorum.,I want to see my lawyer.
infinitive,Bazen kalmak istiyorum bazen gitmek.,"Sometimes I want to stay, sometimes I want to go."
infinitive,Bekçinin oğlu okumak yemek istemiyor.,The guard's son does not want to read or eat.
infinitive,Ben çoğunlukla restoranda yemek yerim.,I mostly eat food in a restaurant.
infinitive,Bir kitap yazmak istiyor.,He wants to write a book.
infinitive,Bir şey demek istemiyor.,He doesn't want to say anything.
infinitive,Bira içmekten nefret ediyorum.,I hate drinking beer.
infinitive,Bugün konuşmak yok.,No talking today.
infinitive,Buraden kediyi görmek zor.,It is hard to see the cat from here.
infinitive,Çok okumak mı daha iyi çok görmek mi?,Is reading a lot better or seeing a lot?
infinitive,Ekmek ve biraz peynir almak istiyorum.,I want to buy bread and some cheese.
infinitive,Ekmek yemek istiyorum.,I want to eat bread.
infinitive,Emel şimdi kahve içmek istiyor.,Emel wants to drink coffee now.
infinitive,Erkek kardeşim yazar olmak istiyor.,My brother wants to be a writer.
infinitive,Eski yeşil gömleğimi bulmak istiyorum.,I want to find my old green shirt.
infinitive,Ev almak artık çok zor!,Buying a house is very hard now!
infinitive,Fransızca konuşmak çok zor.,Speaking French is very hard.
infinitive,"Gitmek o kadar zor, kalmak sadece güzel.","Going is that hard, staying is just beautiful."
infinitive,Gitmek seni unutmak demek.,Going means forgetting you.
infinitive,Her gün pasta yemek senin için iyi değil.,Eating cake every day is not good for you.
infinitive,Her şeyi almak istiyor.,He wants to buy everything.
infinitive,Herkes pembe bir ada bulmak istiyor.,Everyone wants to find a pink island.
infinitive,Kadınlar konuşmak istiyorlar.,The women want to talk.
infinitive,"Kalmak iyi, gitmek zor.","Staying is good, going is hard."
infinitive,Kediler evde yazmak istemiyor.,The cats do not want to write at home.
infinitive,Konuşmak kolay ama aslında dinlemek zor.,Talking is easy but actually listening is hard.
infinitive,Nefret etmek iyi değildir.,To hate is not good.
infinitive,Nereye gitmek istiyoruz?,Where do we want to go?
infinitive,O eteği bulmak çok zor.,Finding that skirt is very hard.
infinitive,Ofise gitmek onu görmek demek.,Going to the office means seeing him/her.
interrogatives,Ne kadar sütümüz var?,How much milk do we have?
interrogatives,Bakkalda mısın?,Are you at the grocery store?
interrogatives,Bu kedi küçük mü?,Is this cat small?
interrogatives,Bekçi misiniz?,Are you the guard?
interrogatives,Benim kedim orada mı?,Is my cat there?
interrogatives,Büyük müsün?,Are you big?
interrogatives,Büyüğüm müsünüz?,Are you big?
interrogatives,"Duo, bu sen misin?","Duo, is this you?"
interrogatives,Evde misiniz?,Are you at home?
interrogatives,Eve mi gidiyorsun?,Are you going home?
interrogatives,"O, filin altında mı?",Is it under the elephant?
interrogatives,Geliyor musun?,Are you coming?
interrogatives,Güzel miyiz?,Are we beautiful?
interrogatives,Hasta mısınız?,Are you sick?
interrogatives,Kahve sütlü müdür?,Is the coffee with milk?
interrogatives,Kaptan mısınız?,Are you the captain?
interrogatives,Profesyonel miyiz?,Are we professional?
interrogatives,Sen tok musun?,Are you full?
interrogatives,Siz misiniz?,Is it you plural/formal?
interrogatives,Türk müyüm?,Am I Turkish?
interrogatives,Selcen müdür müdür?,Is Selcen the manager?
interrogatives,Ayşe evden mi geliyor yoksa okuldan mı?,Is Ayşe coming from home or from school?
interrogatives,Barda süt yoksa ben eve gidiyorum.,"If there is no milk at the bar, I am going home."
interrogatives,Ben restoranda et yiyor muyum?,Am I eating meat at the restaurant?
interrogatives,Ben seni seviyor muyum?,Do I love you?
interrogatives,Bu akşam evde miyiz?,Are we at home tonight?
interrogatives,Çay şekerli mi yoksa şekersiz mi?,Is the tea with sugar or without sugar?
interrogatives,Çayı sen yapıyor musun?,Are you making the tea?
interrogatives,"Çorba sütlüdür küçük müsün, büyük mü?",The soup is with milk; are you small or big?
interrogatives,Çorbayı yiyor muyuz yoksa içiyor muyuz?,Are we eating or drinking the soup?
interrogatives,Elmayı sen mi yiyorsun?,Are you eating the apple?
ki_relative,"Barış'ın annesi Türk, benimki Alman.","Barış's mother is Turkish, mine is German."
ki_relative,Ben görüyorum ki senin erkek kardeşlerin ders çalışıyorlar.,I see that your brothers are studying.
ki_relative,"Benim cevabım yanlış, onlarınki doğru.","My answer is wrong, theirs is correct."
ki_relative,Benim kedim siyah onlarınki kahverengi.,"My cat is black, theirs is brown."
ki_relative,"Benim pantolonum kırmızı, Duo'nunki yeşil.","My pants are red, Duo's are green."
ki_relative,Benim Türkçe öğretmenim kötü ama sizinki çok iyi.,My Turkish teacher is bad but yours is very good.
ki_relative,Bir sonraki konferans şu otelde.,The next conference is in that hotel.
ki_relative,Biz seninkini içeriz.,We drink yours.
ki_relative,"Bizim evimiz büyük, onunki nasıl?","Our house is big, how is hiss?"
ki_relative,Bizim evimiz ilerideki okulun arkasında.,Our house is behind the school ahead.
ki_relative,"Bizim evimiz İstanbul'da, onlarınki Ankara'da.","Our house is in Istanbul, theirs is in Ankara."
ki_relative,Bu akşamki sınava geliyor musun?,Are you coming to tonight's exam?
ki_relative,Bu ev seninkinden daha büyük.,This house is larger than yours.
ki_relative,"Bu kitap benim, onunki okulda.","This book is mine, hiss is at school."
ki_relative,Bu şişedeki su tuzlu!,The water in this bottle is salty!
ki_relative,Bugünkü gazeteyi okuyalım.,Let's read today's newspaper.
ki_relative,Bugünkü yemek çok güzel.,Today's food is very good.
ki_relative,Buradaki ev çok eski.,The house here is very old.
ki_relative,Buradaki öğrenciler oradakilerden daha iyi.,The students here are better than those there.
ki_relative,Buradaki şişedeki şarabı içiyoruz.,We are drinking the wine in the bottle here.
ki_relative,Dünkü konferansa gittin mi?,Did you go to yesterday's conference?
ki_relative,Dünkü Türkçe sınavı kolay değildi.,Yesterday's Turkish exam was not easy.
ki_relative,Dünkü yemek çok güzeldi.,Yesterday's food was very good.
ki_relative,"Duo diyor ki: ""Selam!"".","Duo says: ""Hello!""."
ki_relative,Hastanedeki adam çok uzun.,The man in the hospital is very tall.
ki_relative,Hastanedeki çocuklar mutlu değil.,The children in the hospital are not happy.
ki_relative,Hastanedeki doktorlar çok ciddi.,The doctors in the hospital are very serious.
ki_relative,İlerideki okulu görüyor musun?,Do you see the school ahead?
ki_relative,İstanbul Türkiye'deki en büyük şehir.,Istanbul is the largest city in Turkey.
ki_relative,İyi ki bugün yağmur yağmıyor.,It's a good thing it's not raining today.
locative,Alex Türkiye'de.,Alex is in Turkey.
locative,Ayasofya İstanbul'dadır.,Hagia Sophia is in Istanbul.
locative,Ayasofya'nın büyük bir bahçesi var.,Hagia Sophia has a large garden.
locative,Ayasofya’nın kuzeyinde çok müze var.,There are many museums in the north of Hagia Sophia.
locative,Bahçede kahvaltıdayım.,I am at breakfast in the garden.
locative,Bakkalda tuz var.,There is salt at the grocery store.
locative,Bakkaldasın.,You are at the grocery store.
locative,"Batıda, kediler limon yer.","In the west, cats eat lemons."
locative,Ben Havalimanında onlara kitap okurum.,I read books to them at the airport.
locative,"Ben kilisedeyim, sen neredesin?","I am in the church, where are you?"
locative,Ben mutfaktayım.,I am in the kitchen.
locative,Ben okuldayım.,I am at school.
locative,Benim kedim orada.,My cat is there.
locative,Bu mutfakta bir çocuk var.,There is a child in this kitchen.
locative,Burada bir okul var.,There is a school here.
locative,Burada bir postane var.,There is a post office here.
locative,Burasi Taksim Meydanı.,This is Taksim Square.
locative,Burası bir postane var.,There is a post office here.
locative,Camisi nerede?,Where is its mosque?
locative,Çocuklar okulda.,The children are at school.
locative,Denizde kaplumbağa yok.,There are no turtles in the sea.
locative,Doğu veya batı.,East or west.
locative,Duo güneyde.,Duo is in the south.
locative,Elli litre süt.,Fifty liters of milk.
locative,"Ev, kilisenin solunda.",The house is to the left of the church.
locative,Evdeyim.,I am at home.
locative,"Evet, kitaplar bende.","Yes, I have the books."
locative,Evin bir odası.,A room of the house.
locative,Fil postanede domatesi yer.,The elephant eats the tomato at the post office.
locative,Güneydan geliyorsun.,You are coming from the south.
narrative,Anlaşılan annem durumu biliyormuş.,"Apparently, my mother knew the situation."
narrative,Anlaşılan herkes ona iyi davranmış.,"Apparently, everyone treated him/her well."
narrative,Anlaşılan o kelimeyi Emel silmiş.,"Apparently, Emel deleted that word."
narrative,Anlaşılan sen beni özlemişsin.,"Apparently, you missed me."
narrative,"Ayşe dedi ki, sen onu ziyaret etmişsin.",Ayşe said that you visited him/her.
narrative,Bana dedi ki senin hakkında her şeyi biliyormuş.,He told me that he knew everything about you.
narrative,Dedi ki müdür ona çok iyi davranıyormuş.,He said that the manager was treating him/her very well.
narrative,"Dino, çok büyümüşsün!","Dino, you have grown so much!"
narrative,Gördüm ki kaplumbağayı iyi korumuş.,I saw that he protected the turtle well.
narrative,Görünüyor ki biriniz televizyonu kapatmışsınız.,It appears that one of you turned off the television.
narrative,Neden sanki onu hiç ziyaret etmemiş gibi davranıyorsun?,Why are you acting as if you have never visited him/her?
narrative,O kitabı kim korumuş?,Who protected that book?
narrative,Ona dedim ki o kelimeyi kuzenim silmiş.,I told him/her that my cousin deleted that word.
narrative,"Ona kim vurmuş, biliyor musun?",Do you know who hit him/her?
narrative,"Onu dün kim ziyaret etmiş, bilmiyorum.",I don't know who visited him/her yesterday.
narrative,Sanki büyümüş gibi konuşuyor.,He talks as if he has grown up.
narrative,Sanırım biri masayı silmiş.,I think someone wiped the table.
narrative,Sanırım çok fazla tuz eklemişsin.,I think you added too much salt.
narrative,"Selcen dedi ki, kapıyı Emel kapatmış.",Selcen said that Emel closed the door.
narrative,Yunanistan'dayken Türkiye'yi çok özlemiş.,He missed Turkey a lot while in Greece.
nationalities,Alex Alman mı yoksa Fransız mı?,Is Alex German or French?
nationalities,Alex biraz Yunanca biliyor.,Alex knows a little Greek.
nationalities,Almanlar otelde.,The Germans are at the hotel.
nationalities,Alman bayrağında üç renk var.,There are three colors on the German flag.
nationalities,Alman mısınız?,Are you German?
nationalities,Almanya yeşil bir ülkedir.,Germany is a green country.
nationalities,Almanya ile Fransa ülkedir.,Germany and France are countries.
nationalities,Almanya’da üç milyon Türk var.,There are three million Turks in Germany.
nationalities,Almanlar birayı seviyorler.,Germans love beer.
nationalities,Amcam Macarca öğretmeni.,My uncle is a Hungarian teacher.
nationalities,"Amerika batıda, Fransa güneyde.","America is in the west, France is in the south."
nationalities,Amerika büyük bir ülkedir.,America is a large country.
nationalities,Amerikan baykuşum çok aç.,My American owl is very hungry.
nationalities,Amerikanlar nerede?,Where are the Americans?
nationalities,Ben Yunanıstan’a gidiyorum.,I am going to Greece.
nationalities,Arap mısın yoksa Türk müsün?,Are you Arab or Turkish?
nationalities,Arapça bir gazete alıyorum.,I am buying an Arabic newspaper.
nationalities,Arnavut musun?,Are you Albanian?
nationalities,Arap atları çok güzel.,Arabic horses are very beautiful.
nationalities,Babam Türkleri seviyor.,My father loves the Turks.
nationalities,Baban Hintçe biliyor mu?,Does your father know Hindi?
nationalities,Ben Azeri’yim.,I am Azeri.
nationalities,Ben Hintliyim.,I am Indian.
nationalities,Sen Hintlisin.,You are Indian.
nationalities,O Hintli.,He is Indian.
nationalities,Ben kuş dili bilmiyorum.,I do not know bird language.
nationalities,Ben İngiltereliyim.,I am from England.
nationalities,Ben Alman değilim ingilizim.,"I am not German, I am English."
nationalities,"Benim annem Kürt, babam Türk.","My mother is Kurdish, my father is Turkish."
nationalities,Benim dedem iranli.,My grandfather is Iranian.
nationalities,Sen Hintçe kitap okursun.,You read Hindi books.
nature,Abim çevre mühendisi.,My brother is an environmental engineer.
nature,Anneler günü için çocuklarım bana lale aldı.,My children bought me tulips for Mother's Day.
nature,Ay güneşten daha küçüktür.,The moon is smaller than the sun.
nature,Ay'da hava yoktur.,There is no air on the moon.
nature,Bahçede uzun ağaçlar var.,There are tall trees in the garden.
nature,Ben bu gezegende yalnızım.,I am alone on this planet.
nature,Ben doğayı severim.,I love nature.
nature,Ben şu bölgede üç tane fil gördüm.,I saw three elephants in that region.
nature,Biz iklim hakkında konuşuyoruz.,We are talking about the climate.
nature,Bu bizim gezegenimizden değildir.,This is not from our planet.
nature,Bu bölgede her tür çiçek var.,There are all kinds of flowers in this region.
nature,Bu nehrin suyu çok temiz.,The water of this river is very clean.
nature,Bugün güneşsiz bir gün.,Today is a sunless day.
nature,Çevreyi temiz tutmak zorundayız!,We have to keep the environment clean!
nature,Dünya Ay'dan daha büyüktür.,The world is larger than the moon.
nature,Evrende yalnız mısın?,Are you alone in the universe?
nature,Gökyüzü neden siyah?,Why is the sky black?
nature,Güneyde hava daha iyidir.,The weather is better in the south.
nature,Hava bugün çok rüzgarlı.,The weather is very windy today.
nature,Hava dün çok iyiydi.,The weather was very good yesterday.
nature,"Hayat, evren ve her şey","Life, the universe, and everything."
nature,İlkbaharda İstanbul’da laleler vardır.,There are tulips in Istanbul in the spring.
nature,Kırmızı ışıkta durdu.,He stopped at the red light.
nature,Kış rüzgarları.,Winter winds.
nature,Neden bana taş atıyorsun?,Why are you throwing stones at me?
negation,Annem Türkçe bilmiyor.,My mother does not know Turkish.
negation,Annem bugün eve gelmiyor.,My mother is not coming home today.
negation,Annem ve baban onu istemiyor.,My mother and your father do not want it.
negation,Aslında Emel çok fazla kahve içmiyor.,"Actually, Emel does not drink too much coffee."
negation,At bugün et yemiyor.,The horse is not eating meat today.
negation,Babam ingilizce bilmiyor.,My father does not know English.
negation,Beni neden istemiyorsunuz?,Why do you not want me?
negation,Beni neden sevmiyorsun?,Why do you not love me?
negation,Bira içmiyoruz şarap içiyoruz.,"We are not drinking beer, we are drinking wine."
negation,"Biz buradayız, gitmiyoruz.","We are here, we are not going."
negation,Bu elbiseyi almıyorum.,I am not buying this dress.
negation,Bu kahve fazla sütlü değil.,This coffee is not too milky.
negation,Bu mutfakta pasta yapmıyorlar.,They do not make cake in this kitchen.
negation,Bu kedi süt içmiyor.,This cat does not drink milk.
negation,Bu oteli istemiyorlar.,They do not want this hotel.
negation,Bunu onlar yapmıyor.,They are not doing this.
negation,Çayı neden içmiyorsun.,Why aren't you drinking the tea?
negation,Evde kedi istemiyor.,He does not want a cat in the house.
negation,"Güle Güle, ben seninle gelmiyorum.","Goodbye, I am not coming with you."
negation,"Hayır, annem kız kardeşimi benden daha çok sevmiyor.","No, my mother does not love my sister more than me."
negation,"Hayır, biz artık yemiyoruz.","No, we are not eating anymore."
negation,"Hayır, kuşlar gazete yazmıyorlar.","No, birds do not write newspapers."
negation,Henüz bir ev almıyoruz.,We are not buying a house yet.
negation,Henüz gece değil.,It is not night yet.
negation,Henüz kar yağmıyor.,It is not snowing yet.
negation,Hiçbir şey görmüyorum.,I see nothing.
negation,"Hiçbir şey bilmiyorsun, Jon Snow.","You know nothing, Jon Snow."
negation,Kar da yağmur da yağmıyor.,It is neither snowing nor raining.
negation,Kar yağmıyor.,It is not snowing.
negation,Kuşlar henüz burada değil.,The birds are not here yet.
numbers,Dört köpeğimiz var.,We have four dogs.
numbers,Beş fil.,Five elephants.
numbers,Yaşındasın.,You are age years old.
numbers,Bir kere.,Once.
numbers,Iki kere.,Twice.
numbers,Sayılar nerede?,Where are the numbers?
numbers,Iki elma yeterli.,Two apples are enough.
numbers,Kaç sayı var.,How many numbers are there?
numbers,Benim iki kedim ve beş balığım var.,I have two cats and five fish.
numbers,Çocukların yüzde kırkı elma yer.,Forty percent of the children eat apples.
numbers,Toplam üç kedim var.,I have three cats in total.
numbers,Kırk iki tane köpek var.,There are forty-two dogs.
numbers,Altmış iki yaşındayım.,I am sixty-two years old.
numbers,Bu hangi sayı?,Which number is this?
numbers,Senin yüzde kaçın su.,What percent of you is water?
numbers,Onun toplam iki ördeği.,He has two ducks in total.
numbers,Çoğunluk iki çocuğu var.,The majority has two children.
numbers,Yirmi sekiz tane var.,There are twenty-eight of them.
numbers,Kaç tane sıfır var.,How many zeros are there?
numbers,Adam yetmiş yaşinda.,The man is seventy years old.
numbers,Onun yaşı kaç?,How old is he?
numbers,Kırkın yarısı yirmi.,Half of forty is twenty.
numbers,Doktorlarin yüzde altmışı erkek.,Sixty percent of the doctors are male.
object_participle,Almanya'da kaybettiği cüzdanı Alman polisi bulmak zorunda.,The German police must find the wallet he lost in Germany.
object_participle,Anlaşılan onların düzenlediği konferansa gidiyor.,"Apparently, he is going to the conference they organized."
object_participle,"Belki bizim için gönderdiği portakal daha gelmedi, bilmiyorum.",Maybe the orange he sent for us hasn't arrived yet; I don't know.
object_participle,Ben nerede olduğumu biliyorum.,I know where I am.
object_participle,Benim sevdiğim adam o.,He is the man I love.
object_participle,Beraber sınava çalışmayı kabul ettiğini söyledi.,He said that he accepted studying for the exam together.
object_participle,Bu arabayı kiraladığımda gençtim.,I was young when I rented this car.
object_participle,Bu benim babamın doğduğu köy.,This is the village where my father was born.
object_participle,Eve ulaştığında bize haber ver!,Let us know when you reach home!
object_participle,Hastaneye ulaştığımda doktoru gördüm.,"When I reached the hospital, I saw the doctor."
object_participle,Hayvanat bahçesine gittiğinde baykuşları ziyaret et.,Visit the owls when you go to the zoo.
object_participle,Kabul ettiğini söyledi.,He said that he accepted.
object_participle,Makas ile elbiseyi kestiğim için o üzüldü.,He was saddened because I cut the dress with scissors.
object_participle,Öğretmen senin ödevlerini yapmadığını söyledi.,The teacher said that you didn't do your homework.
object_participle,Politikacılar sandığımızdan çok daha fazla rüşvet alıyorlar.,Politicians take much more bribes than we think.
object_participle,Rengine göre düzenlediğim kitapları al.,Take the books that I arranged according to color.
object_participle,Sağlıklı olmak için içmeyi kestiği birayı özlemiş.,He missed the beer he stopped drinking to be healthy.
object_participle,Sevdiklerimizden yardım isteyeceğiz.,We will ask for help from those we love.
object_participle,Sevdiğin şeyi yapmalısın.,You must do the thing you love.
object_participle,Seyahat etmek için uçağa sahip olmak gerekmiyor.,One doesn't need to own an airplane to travel.
objects,Akşam yemeği masanın üzerinde.,Dinner is on top of the table.
objects,Anahtarlar masanın üzerindedir.,The keys are on the table.
objects,Ayakkabı kutusu.,Shoe box.
objects,Aşçı bıçağı kullanıyor.,The cook is using the knife.
objects,Bekçinin sandalyesi yok.,The guard does not have a chair.
objects,Benim şemsiyem yok.,I do not have an umbrella.
objects,Ben gazeteyi cep telefonumdan okurum.,I read the newspaper from my mobile phone.
objects,Ben çatıda bir kuş görüyorum.,I see a bird on the roof.
objects,Benim anahtarım bende değil.,I do not have my key.
objects,Benim anahtarım yok.,I do not have a key.
objects,Benim cüzdanım onda.,He has my wallet.
objects,Benim makasım ceketimin içinde.,My scissors are inside my jacket.
objects,Benim yatağım ve giysilerim mavi.,My bed and my clothes are blue.
objects,Benim şemsiyemin altına gel!,Come under my umbrella!
objects,Bilgisayar masanın üzerinde.,The computer is on the table.
objects,Bir bardak su lütfen.,A glass of water please.
objects,Bir kaşık şeker yeterli.,A spoon of sugar is enough.
objects,Bir fincan şekersiz Türk kahvesi lütfen.,A cup of unsweetened Turkish coffee please.
objects,Bir masa lambası almak istiyorum.,I want to buy a table lamp.
objects,Bir radyom ve bir bilgisayarım var.,I have a radio and a computer.
objects,Bir tencere makarna.,A pot of pasta.
objects,Bir şişe su lütfen.,A bottle of water please.
objects,Biz pencereye doğru koşuyoruz.,We are running towards the window.
objects,Biz çatının üzerindeyiz.,We are on top of the roof.
objects,Bizim kanepemiz sarı.,Our sofa is yellow.
objects,Bizim beyaz çarşafımız var mı?,Do we have white sheets?
objects,Bu benim en büyük çantam.,This is my largest bag.
objects,Bu beyaz fincanlar çok güzel!,These white cups are very beautiful!
objects,Bu duvar çok eski.,This wall is very old.
objects,Bu kimin radyosu?,Whose radio is this?
obligation,Beklemek zorundaydık.,We had to wait.
obligation,"Benden nefret etmemelisin, ben iyi bir insanım.",You should not hate me; I am a good person.
obligation,Beni o yeni restorana götürmelisin!,You must take me to that new restaurant!
obligation,Bira içmeyi bırakmalıyım.,I must stop drinking beer.
obligation,Biz devam etmek zorundayız!,We have to continue!
obligation,Bu elmayı yemek zorunda değilsin.,You do not have to eat this apple.
obligation,Dikkat etmelisin!,You must be careful!
obligation,Doğum günün için pasta hazırlamalıyım.,I must prepare a cake for your birthday.
obligation,En iyi öğrenci olmalıyım!,I must be the best student!
obligation,İşsizken okula devam etmeyi istiyorum.,I want to continue school while unemployed.
obligation,Misafirler için kahve yapmalıyım.,I must make coffee for the guests.
obligation,"O, onu yapmamalı.",He should not do that.
obligation,Onu bırakmalıydınız.,You should have left it.
obligation,Öğrenciler derse katılmalı.,Students must participate in the lesson.
obligation,Siz konferansa katılmalıydınız.,You should have attended the conference.
obligation,Yarınki yolculuk için bavulumu hazırlamalıyım.,I must prepare my suitcase for tomorrow's journey.
ordinals,Ağustos yılın sekizinci ayı.,August is the eighth month of the year.
ordinals,Banka beşinci katta.,The bank is on the fifth floor.
ordinals,Ben birinciyim.,I am the first.
ordinals,Ben dördüncüyüm.,I am the fourth.
ordinals,Ben ikinci doktorum.,I am the second doctor.
ordinals,Ben sekizinci elmayı yiyorum.,I am eating the eighth apple.
ordinals,Ben yedinci çocuğum.,I am the seventh child.
ordinals,Bininci odada ne var?,What is in the thousandth room?
ordinals,Birinci miyiz?,Are we first?
ordinals,Birinci kattayım.,I am on the first floor.
ordinals,Bu benim yedinci eteğim.,This is my seventh skirt.
ordinals,Bu altıncı evimiz.,This is our sixth house.
ordinals,Bu kez mutluyum.,This time I am happy.
ordinals,Bu otelin bininci odasi.,This is the thousandth room of this hotel.
ordinals,Bu sizin beşinci köpeğiniz mi?,Is this your fifth dog?
ordinals,Bu Türkiye'nin ilk camisi.,This is Turkey's first mosque.
ordinals,Bugün altıncı kez yağmur yağıyor.,It is raining for the sixth time today.
ordinals,Buraya onuncu kez geliyoruz.,We are coming here for the tenth time.
ordinals,Cumartesi haftanın altıncı günü.,Saturday is the sixth day of the week.
ordinals,Dokuzuncu kedi nerede?,Where is the ninth cat?
ordinals,Dokuzuncu kitabı mı alıyorsun?,Are you buying the ninth book?
ordinals,Dördüncü ördek nerede?,Where is the fourth duck?
ordinals,Dördüncü portakal senin.,The fourth orange is yours.
ordinals,Fil kaçıncı evde?,Which house number is the elephant in?
ordinals,İkinci kızımın adı Emel.,My second daughter's name is Emel.
ordinals,Kaçıncı durakta iniyorsun?,At which stop are you getting off?
ordinals,Müze kaçıncı katta?,On which floor is the museum?
ordinals,O İran’ın ilk kalesi.,That is Iran's first castle.
ordinals,O Selcen'in ilk kedisi.,That is Selcen's first cat.
ordinals,O senin beşinci oğlun.,He is your fifth son.
passive,Akşam yemeği için masa kuruldu.,The table was set for dinner.
passive,Akşam için kaç şişe şarap alındı?,How many bottles of wine were bought for the evening?
passive,Barışın değeri bilinmiyor.,The value of peace is not known.
passive,Bu kitabın yazarı bilinmiyor.,The author of this book is unknown.
passive,Burada hiç kuş görülmez.,No birds are ever seen here.
passive,Buraya son on yılda ilk kez kar yağdığı söyleniyor.,It is said that it snowed here for the first time in the last ten years.
passive,Buraya yeni bir restoran açılmış.,A new restaurant has been opened here.
passive,Geçen yıllarda bazı üzücü olaylar yaşandı.,Some sad events were experienced in the past years.
passive,Hırsız ne zaman bulunacak?,When will the thief be found?
passive,İyi bir futbolcu bulunmak zorunda.,A good football player must be found.
passive,Kurallar neden uygulanmıyor?,Why are the rules not being applied?
passive,Müdür dedi ki okula yeni bir bilgisayar alınmış.,The manager said that a new computer was bought for the school.
people,Ankara'da çok hırsız var mı?,Are there many thieves in Ankara?
people,Bebek süt içer.,The baby drinks milk.
people,Ayşe Hanım da geliyor mu?,Is Ms. Ayşe coming too?
people,Ben bir bireyim.,I am an individual.
people,Ben bir Türk vatandaşıyım.,I am a Turkish citizen.
people,Ben şahidim kurban değilim.,"I am a witness, not a victim."
people,Benim arkadaşım Almanya’da.,My friend is in Germany.
people,Benim komşum her sabah gazete okur.,My neighbor reads the newspaper every morning.
people,Bir grup insan şu otele gidiyor.,A group of people is going to that hotel.
people,Biz de kurbanız.,We are victims too.
people,Bu grubun kaç üyesi var?,How many members does this group have?
people,Bizim evimiz komşuların evinden daha büyük.,Our house is larger than the neighbors' house.
people,Bu hanımefendi kim?,Who is this lady?
people,Bu mahallede otuz tane satıcı var.,There are thirty sellers in this neighborhood.
people,Bu şehir beni istemiyor.,This city does not want me.
people,Bu yolcu nereye gidiyor?,Where is this passenger going?
people,Bu şehirde gezmek istiyorum.,I want to travel in this city.
people,Burada her birey mutlu.,Every individual here is happy.
people,Burasi misafir odası.,This is the guest room.
people,Çocuklar uyuyor ve yetişkinler şarap içiyor.,The children are sleeping and the adults are drinking wine.
people,Çocuklar yetişkin değildir.,Children are not adults.
people,Düşmanımın düşmanı arkadaşımdır.,The enemy of my enemy is my friend.
people,Emel Hanım kızımın öğretmeni.,Ms. Emel is my daughter's teacher.
people,Eski üyeler burada değil.,The old members are not here.
people,Evde çok misafir var.,There are many guests at home.
